Repo link,Type,Slug,Repo URL,Title,Description,Stars,Watchers,Clones,Open issues,Views,Uniques
https://github.com/frictionlessdata/tableschema-js,Repo,tableschema-js,http://frictionlessdata.io/,Tableschema js,A JavaScript library for working with Table Schema.,67,67,53,8,79,30
https://github.com/frictionlessdata/tableschema-models-js,Repo,tableschema-models-js,,Tableschema models js,An object relational mapper based on Table Schema descriptors.,2,2,0,0,4,2
https://github.com/frictionlessdata/tableschema-openrefine-py,Repo,tableschema-openrefine-py,,Tableschema openrefine py,"Generate OpenRefine models, load and extract data, based on JSON Table Schema descriptors.",1,1,0,0,0,0
https://github.com/frictionlessdata/tableschema-pandas-py,Repo,tableschema-pandas-py,,Tableschema pandas py,"Generate Pandas frames, load and extract data, based on JSON Table Schema descriptors.",45,45,53,3,86,26
https://github.com/frictionlessdata/tableschema-php,Repo,tableschema-php,,Tableschema php,A php library for working with Table Schema.,7,7,66,2,24,20
https://github.com/frictionlessdata/tableschema-py,Repo,tableschema-py,https://frictionlessdata.io/,Tableschema py,A Python library for working with Table Schema.,191,191,101,9,297,91
https://github.com/frictionlessdata/tableschema-r,Repo,tableschema-r,https://frictionlessdata.github.io/tableschema-r/,Tableschema r,An R library for working with Table Schema.,13,13,30,0,34,13
https://github.com/frictionlessdata/tableschema-rb,Repo,tableschema-rb,,Tableschema rb,A Ruby library for working with JSON Table Schema. ,8,8,28,5,5,5
https://github.com/frictionlessdata/tableschema-spss-py,Repo,tableschema-spss-py,,Tableschema spss py,Read and write between SPSS and Table Schema.,4,4,52,1,0,0
https://github.com/frictionlessdata/tableschema-sql-js,Repo,tableschema-sql-js,https://www.npmjs.com/package/jts-sql-js,Tableschema sql js,"Library for converting JSON Table Schema to an SQL table, for Node and the browser.",6,6,0,5,3,3
https://github.com/frictionlessdata/tableschema-sql-py,Repo,tableschema-sql-py,,Tableschema sql py,"Generate SQL tables, load and extract data, based on JSON Table Schema descriptors.",52,52,53,5,118,25
https://github.com/frictionlessdata/tableschema-swift,Repo,tableschema-swift,,Tableschema swift,A Swift library for working with Table Schema.,1,1,1,0,0,0
https://github.com/frictionlessdata/tableschema-ui,Repo,tableschema-ui,https://frictionlessdata.github.io/tableschema-ui/,Tableschema ui,"A web UI for creating, editing and validating Table Schemas.",5,5,28,4,5,3
https://github.com/frictionlessdata/TableSchema.jl,Repo,TableSchema.jl,,Tableschema.jl,A Julia library for working with Table Schema.,5,5,43,5,3,3
https://github.com/frictionlessdata/tabulator-py,Repo,tabulator-py,https://frictionlessdata.io/,Tabulator py,Python library for reading and writing tabular data via streams.,176,176,226,10,227,91
https://github.com/frictionlessdata/testsuite-basic,Repo,testsuite-basic,,Testsuite basic,Testsuite for Frictioinless Data basic implementations.,1,1,169,0,0,0
https://github.com/frictionlessdata/testsuite-data,Repo,testsuite-data,,Testsuite data,A common set of test data files and data packages for testing Frictionless Data tooling,6,6,56,1,17,8
https://github.com/frictionlessdata/testsuite-extended,Repo,testsuite-extended,,Testsuite extended,Testsuite for Frictioinless Data extended implementations.,2,2,56,0,0,0
https://github.com/frictionlessdata/toolfund,Repo,toolfund,http://toolfund.frictionlessdata.io/,Toolfund,Frictionless Data Tool Fund Website,2,2,0,0,1,1
https://github.com/frictionlessdata/website,Repo,website,https://frictionlessdata.io/,Website,FrictionlessData.io v2,5,5,27,1,57,14
https://github.com/frictionlessdata/website-old,Repo,website-old,http://old.frictionlessdata.io/,Website old,The Frictionless Data website.,33,33,1,33,0,0
